id,label
013301,C
013302,D
013401,D
013402,C
013501,D
013502,B
013503,B
013601,A
013701,D
013801,C
013802,C
013803,C
013901,D
014001,B
014101,C
014201,B
014301,C
014302,C
014303,A
014304,B
014401,D
014501,B
014601,B
014602,B
014701,D
014801,B
014802,B
014803,B
014901,D
015001,C
015101,D
015102,D
015103,C
015201,B
015202,D
015301,C
015302,D
015303,C
015401,C
015501,C
015502,B
015601,D
015701,C
015702,D
015801,D
015901,C
015902,A
015903,D
016001,B
016002,C
016101,C
016102,D
016201,A
016301,D
016302,D
016303,D
016401,C
016402,A
016403,D
016501,A
016502,D
016601,C
016602,B
016701,C
016702,B
016801,D
016901,D
016902,C
017001,B
017101,D
017102,B
017201,C
017202,B
017203,D
017301,C
017401,B
017501,D
017502,C
017503,A
017601,D
017602,B
017603,D
017701,A
017702,B
017703,B
017801,D
017901,D
017902,C
018001,B
018002,D
018101,C
018201,C
018301,C
018302,C
018401,B
018402,C
018501,D
018601,C
018701,D
018801,D
018802,A
018901,B
018902,D
018903,C
019001,D
019101,C
019201,B
019301,A
019401,A
019402,B
019501,C
019502,A
019601,A
019602,B
019701,B
019702,C
019703,B
019801,A
019802,D
019901,D
020001,A
020002,B
020003,C
020101,C
020102,B
020301,C
020401,B
020501,D
020502,D
020503,B
020601,B
020602,A
020701,D
020702,B
020703,D
020801,D
020802,C
020803,D
020901,A
020902,C
021001,D
021002,B
021003,C
021004,B
021101,C
021102,B
021103,D
021201,B
021202,D
021203,D
021301,B
021302,D
021401,C
021402,D
021501,B
021502,A
021601,A
021602,B
021603,D
021701,A
021702,C
021703,A
021801,B
021802,A
021901,B
021902,A
021903,C
022001,D
022002,D
022003,B
022101,C
022102,B
022103,C
022201,D
022202,D
022203,D
022301,D
022302,B
022401,C
022402,D
022403,B
022501,D
022502,C
022601,C
022602,C
022603,C
022701,C
022702,D
022703,D
022801,B
022802,D
022901,B
022902,D
023001,D
023002,B
023003,D
023101,C
023102,B
023103,C
023201,D
023202,D
023301,B
023302,A
023303,A
023401,B
023402,C
023403,A
023501,D
023502,C
023503,B
023601,C
023602,D
023603,C
023701,D
023702,B
023801,D
023802,D
023803,C
023901,D
023902,C
023903,B
024001,B
024002,D
024003,C
024101,A
024102,B
024103,D
024201,A
024202,C
024301,C
024302,A
024401,C
024402,B
024403,C
024501,B
024502,C
024601,A
024602,B
024701,C
024702,B
024703,B
024801,D
024802,C
024803,C
024901,D
024902,A
025001,C
025002,C
025003,C
025101,C
025102,B
025103,D
025201,D
025202,B
025301,C
025302,D
025303,A
025304,C
025401,B
025402,A
025403,A
025501,C
025502,C
025503,C
025601,C
025602,A
025701,C
025702,A
025703,C
025801,A
025802,A
025901,C
025902,D
026001,B
026002,B
026003,D
026101,C
026102,D
026201,C
026202,C
026203,B
026301,C
026302,D
026401,B
026402,D
026403,C
026501,A
026502,B
026601,D
026602,D
026603,B
026701,C
026702,A
026703,D
026801,C
026802,C
026803,B
026901,D
026902,D
026903,B
027001,D
027002,D
027003,C
027101,D
027102,D
027103,A
027201,D
027202,B
027203,B
027301,D
027302,C
027303,C
027401,D
027402,D
027501,A
027502,C
027503,C
027601,B
027602,A
027603,C
027701,C
027702,C
027801,C
027802,B
027901,D
027902,C
027903,D
028001,D
028002,B
028003,D
028004,C
028101,C
028102,D
028103,C
028201,C
028202,B
028301,B
028302,C
028303,D
028401,A
028402,A
028403,B
028501,D
028502,C
028503,A
028601,A
028602,B
028603,C
028701,C
028702,B
028703,D
028801,D
028802,A
028901,A
028902,A
028903,B
029001,D
029002,B
029101,D
029102,B
029201,C
029202,A
029301,B
029302,D
029303,B
029401,B
029402,A
029403,B
029501,C
029502,B
029601,C
029602,D
029603,D
029701,C
029702,A
029801,B
029802,B
029803,C
029901,B
029902,C
030001,B
030002,D
030101,B
030102,D
030103,D
030201,D
030202,B
030203,A
030301,C
030302,D
030303,A
030401,D
030402,B
030403,A
030501,C
030502,A
030503,B
030601,D
030602,D
030701,A
030702,C
030801,B
030802,D
030901,B
030902,C
030903,C
031001,B
031002,C
031003,B
031101,C
031102,D
031103,B
031201,B
031202,B
031203,B
031204,A
031301,A
031302,C
031401,D
031402,C
031403,B
031501,B
031502,B
031601,C
031602,D
031701,C
031702,D
031801,D
031802,D
031901,C
031902,C
032001,D
032002,C
032101,B
032102,C
032103,C
032201,D
032202,A
032203,A
032301,B
032302,A
032303,D
032401,C
032402,B
032403,B
032501,A
032502,B
032503,A
032601,C
032602,C
032603,D
032701,A
032702,C
032801,A
032802,C
032901,C
032902,B
033001,C
033002,C
033003,B
033101,C
033102,B
033201,D
033202,D
033203,C
033301,C
033302,D
033303,D
033401,B
033402,B
033403,A
033501,A
033502,C
033503,D
033601,B
033602,C
033603,A
033701,C
033702,C
033801,B
033802,C
033901,C
033902,D
033903,D
034001,A
034002,A
034003,D
034101,C
034102,B
034103,C
034201,D
034202,C
034203,A
034301,A
034302,D
034303,D
034401,C
034402,D
034403,D
034501,D
034502,D
034503,D
034601,B
034602,D
034603,D
034701,C
034702,C
034703,D
034801,B
034802,B
034803,D
034804,D
034901,A
034902,B
034903,C
035001,C
035002,D
035003,C
035101,C
035102,C
035201,C
035202,C
035301,B
035302,B
035401,C
035402,C
035403,B
035501,C
035502,B
035503,B
035601,B
035602,C
035701,A
035702,C
035703,B
035801,A
035802,B
035901,A
035902,A
036001,B
036002,A
036101,D
036102,B
036201,C
036202,C
036203,A
036301,B
036302,B
036401,D
036402,B
036501,C
036502,D
036601,C
036602,C
036603,C
036604,C
036701,B
036702,C
036801,D
036802,C
036803,B
036901,B
036902,C
037001,C
037002,C
037101,A
037102,C
037201,A
037202,D
037301,A
037302,A
037401,D
037402,C
037501,D
037502,C
037503,A
037601,C
037602,C
037603,C
037604,D
037701,A
037702,D
037703,C
037801,B
037802,D
037901,B
037902,A
037903,C
038001,C
038002,A
038101,C
038102,B
038103,B
038201,B
038202,D
038301,C
038302,B
038303,A
038401,B
038402,C
038403,B
038501,C
038502,C
038503,D
038601,C
038602,A
038603,D
038701,A
038702,B
038801,D
038802,C
038901,B
038902,B
038903,D
039001,A
039002,C
039101,C
039102,C
039103,B
039201,B
039202,D
039301,C
039302,C
039303,B
039401,D
039402,B
039403,D
039501,D
039502,C
039601,D
039602,C
039701,C
039702,C
039801,C
039802,D
039803,C
039901,C
039902,C
040001,D
040002,D
040003,C
040101,B
040102,C
040103,B
040201,B
040202,B
040203,C
040301,A
040302,C
040303,C
040401,B
040402,D
040403,A
040501,D
040502,C
040601,D
040602,D
040603,D
040701,D
040702,A
040801,B
040802,C
040901,A
040902,C
040903,C
041001,C
041002,A
041003,B
041101,B
041102,D
041201,D
041202,C
041301,B
041302,C
041401,D
041402,D
041403,C
041501,C
041502,C
041503,D
041601,A
041602,B
041603,A
041701,C
041702,D
041801,B
041802,C
041803,B
041901,B
041902,C
042001,D
042002,D
042003,B
042101,B
042102,C
042201,D
042202,B
042301,D
042302,C
042401,B
042402,A
042501,D
042502,D
042601,C
042602,D
042701,B
042702,A
042801,D
042802,D
042803,B
042901,C
042902,D
043001,D
043002,B
043101,B
043102,D
043201,C
043202,A
043301,D
043302,B
043303,B
043401,C
043402,C
043403,B
043501,C
043502,D
043601,B
043602,D
043603,C
043701,A
043702,B
043801,B
043802,D
043901,C
043902,B
044001,B
044002,D
044101,B
044102,C
044201,B
044202,D
044301,D
044302,A
044401,C
044402,C
044501,B
044502,B
044503,C
044601,A
044602,C
044603,B
044701,D
044702,C
044703,D
044801,B
044802,A
044803,C
044901,A
044902,D
044903,B
045001,D
045002,C
045003,B
045101,C
045102,A
045103,B
045201,B
045202,D
045301,C
045302,C
045401,C
045402,C
045403,B
045501,B
045502,A
045601,D
045602,D
045701,B
045702,B
045801,A
045802,A
045901,B
045902,D
045903,B
046001,B
046002,C
046003,C
046101,D
046102,B
046201,B
046202,C
046203,C
046301,A
046302,C
046303,B
046401,C
046402,D
046501,B
046502,D
046601,C
046602,B
046701,B
046702,C
046801,D
046802,C
046803,A
046901,B
046902,B
046903,A
047001,D
047002,D
047101,B
047102,D
047103,D
047201,C
047202,D
047203,B
047301,C
047302,B
047303,B
047304,C
047401,D
047402,D
047403,B
047501,B
047502,D
047503,D
047601,D
047602,D
047603,C
047701,B
047702,C
047801,D
047802,C
047901,D
047902,C
047903,C
048001,B
048002,A
048003,B
048004,A
048101,C
048102,D
048103,C
048104,D
048201,D
048202,B
048301,D
048302,A
048303,A
048401,D
048402,D
048403,C
048501,D
048502,D
048601,B
048602,C
048603,D
048701,D
048702,D
048801,C
048802,C
048901,B
048902,D
049001,A
049002,C
049101,C
049102,C
049103,B
049201,C
049202,B
049301,B
049302,A
049401,B
049402,C
049501,A
049502,D
049601,D
049602,C
049701,A
049702,C
049801,D
049802,C
049803,D
049901,A
049902,A
050001,B
050002,D
050003,A
050101,B
050102,A
050103,D
050201,C
050202,D
050203,B
050301,B
050302,D
050303,A
050304,D
050401,C
050402,B
050403,A
050501,C
050502,B
050503,B
050601,C
050602,B
050603,D
050701,D
050702,D
050801,C
050802,D
050803,C
050901,D
050902,D
051001,A
051002,C
051003,A
051101,D
051102,B
051103,C
051201,B
051202,A
051301,D
051302,A
051401,A
051402,C
051501,C
051502,B
051601,C
051602,A
051701,B
051702,B
051703,D
051801,A
051802,B
051803,B
051901,D
051902,C
051903,A
052001,D
052002,C
052003,C
052101,D
052102,C
052103,A
052201,D
052202,A
052203,D
052301,A
052302,B
052303,A
052401,D
052402,B
052403,C
052501,D
052502,C
052503,C
052601,B
052602,D
052701,B
052702,D
052801,B
052802,B
052803,D
052901,D
052902,C
052903,D
053001,D
053002,C
053003,B
053101,C
053102,C
053103,C
053201,C
053202,B
053203,D
053301,A
053302,D
053303,C
053401,B
053402,D
053403,C
053501,D
053502,B
053601,C
053602,A
053603,A
053701,C
053702,C
053703,A
053801,B
053802,C
053901,C
053902,B
053903,D
054001,B
054002,B
054003,D
054101,D
054102,B
054103,D
054201,C
054202,A
054203,C
054301,D
054302,A
054303,A
054401,D
054402,D
054403,C
054501,D
054502,C
054503,D
054504,D
054601,A
054602,C
054701,B
054702,D
054703,C
054801,C
054802,C
054803,D
054804,C
054805,D
054901,A
054902,B
054903,A
055001,B
055002,C
055101,D
055102,C
055103,B
055201,D
055202,A
055203,A
055301,D
055302,C
055303,D
055401,C
055402,B
055403,B
055501,B
055502,B
055503,B
055601,D
055602,B
055603,C
055701,A
055702,D
055703,C
055801,B
055802,D
055803,D
055901,C
055902,C
056001,C
056002,B
056003,C
056101,D
056102,C
056201,D
056202,D
056301,B
056302,D
056401,C
056402,D
056501,B
056502,A
056503,C
056601,B
056602,C
056701,D
056702,B
056801,B
056802,C
056901,B
056902,A
056903,C
057001,C
057002,C
057003,A
057101,C
057102,D
057103,D
057201,A
057202,C
057301,C
057302,D
057303,B
057401,D
057402,B
057501,B
057502,B
057503,B
057601,B
057602,C
057701,D
057702,C
057703,D
057801,B
057802,D
057803,C
057901,B
057902,C
057903,A
058001,C
058002,C
058003,A
058101,D
058102,D
058103,C
058201,C
058202,C
058203,B
058301,D
058302,C
058303,B
058401,A
058402,A
058501,B
058502,D
058503,D
058601,D
058602,B
058603,C
058701,C
058702,C
058703,D
058801,D
058802,B
058803,C
058901,C
058902,C
058903,A
059001,C
059002,B
059003,D
059101,D
059102,D
059103,C
059201,B
059202,C
059203,D
059301,D
059302,C
059303,B
059401,D
059402,C
059403,B
059501,D
059502,C
059503,C
059601,C
059602,D
059603,D
059701,C
059702,B
059703,A
059801,C
059802,B
059901,B
059902,C
059903,A
060001,D
060002,B
060101,C
060102,C
060201,B
060202,B
060203,D
060301,A
060302,D
060303,C
060401,C
060402,B
060403,C
060501,C
060502,B
060503,C
060601,A
060602,B
060603,B
060701,C
060702,D
060703,C
060801,B
060802,D
060803,D
060901,C
060902,D
060903,A
061001,C
061002,B
061003,C
061101,C
061102,B
061201,B
061202,B
061301,D
061302,C
061303,D
061401,C
061402,D
061403,D
061501,C
061502,A
061503,C
061601,C
061602,D
061603,D
061701,D
061702,B
061703,C
061801,A
061802,B
061803,D
061901,B
061902,B
062001,C
062002,C
062101,B
062102,B
062201,B
062202,A
062203,A
062301,C
062302,C
062401,D
062402,C
062501,A
062502,B
062601,D
062602,B
062603,D
062701,D
062702,D
062703,C
062801,A
062802,D
062803,D
062901,D
062902,C
062903,B
063001,B
063002,C
063003,D
063101,B
063102,B
063103,A
063201,A
063202,C
063301,D
063302,B
063303,B
063401,D
063402,A
063403,B
063501,D
063502,C
063601,D
063602,D
063603,B
063701,C
063702,C
063703,A
063801,D
063802,D
063803,C
063901,C
063902,B
063903,A
064001,C
064002,C
064003,D
064101,B
064102,D
064103,A
064201,A
064202,D
064203,D
064301,B
064302,D
064303,B
064401,D
064402,C
064403,B
064501,A
064502,D
064503,B
064601,D
064602,D
064603,C
064701,D
064702,C
064703,C
064801,A
064802,C
064803,C
064901,D
064902,D
064903,C
065001,C
065002,D
065003,D
065101,D
065102,C
065103,A
065201,C
065202,C
065203,D
065301,C
065302,C
065303,C
065401,D
065402,B
065403,B
065501,B
065502,A
065503,C
065601,A
065602,C
065603,B
065701,C
065702,B
065703,D
065801,D
065802,C
065803,C
065901,D
065902,C
065903,C
066001,A
066002,D
066003,B
066101,C
066102,B
066103,A
066201,C
066202,D
066203,B
066301,B
066302,A
066401,B
066402,B
066403,D
066501,B
066502,B
066503,D
066601,D
066602,C
066603,D
066701,B
066702,A
066703,C
066801,D
066802,C
066803,B
066901,B
066902,D
066903,C
067001,D
067002,B
067101,C
067102,D
067103,D
067201,C
067202,C
067301,C
067302,C
067401,B
067402,B
067501,B
067502,C
067503,C
067601,B
067602,D
067701,D
067702,D
067801,B
067802,C
067803,B
067901,C
067902,C
067903,B
068001,D
068002,D
068003,A
068101,B
068102,D
068103,B
068201,B
068202,B
068203,B
068301,D
068302,C
068303,C
068401,C
068402,B
068501,C
068502,C
068601,B
068602,C
068603,A
068701,D
068702,C
068703,D
068801,D
068802,B
068803,D
068901,D
068902,C
068903,B
069001,B
069002,D
069101,C
069102,C
069103,B
069201,C
069202,D
069203,C
069301,C
069302,B
069303,D
069401,B
069402,B
069403,C
069501,C
069502,D
069503,D
069601,D
069602,C
069603,B
069701,A
069702,C
069703,D
069801,B
069802,C
069901,A
069902,D
069903,B
070001,A
070002,B
070003,C
070101,C
070102,C
070103,C
070201,D
070202,A
070203,D
070301,A
070302,D
070303,D
070401,B
070402,B
070501,A
070502,C
070601,B
070602,A
070603,B
070701,D
070702,B
070801,C
070802,C
070803,C
070901,C
070902,C
071001,A
071002,C
071101,C
071102,C
071201,C
071202,B
071203,B
071301,D
071302,C
071303,D
071401,C
071402,C
071403,B
071501,D
071502,D
071503,D
071601,A
071602,A
071701,D
071702,B
071703,B
071801,D
071802,D
071803,D
071901,B
071902,C
071903,C
072001,D
072002,D
072003,B
072101,B
072102,A
072103,B
072201,C
072202,B
072203,A
072301,B
072302,B
072303,B
072401,A
072402,B
072403,B
072501,A
072502,B
072503,B
072601,B
072602,B
072603,A
072701,D
072702,A
072703,D
072801,B
072802,C
072803,C
072901,B
072902,D
072903,D
072904,A
073001,A
073002,D
073003,C
073101,C
073102,C
073201,C
073202,C
073203,C
073301,B
073302,C
073303,C
073401,A
073402,D
073403,C
073501,C
073502,D
073503,B
073601,C
073602,D
073701,C
073702,A
073801,C
073802,A
073901,D
073902,D
074001,A
074002,B
074003,D
074101,B
074102,D
074103,B
074201,D
074202,A
074203,B
074301,D
074302,B
074303,D
074401,A
074402,B
074403,A
074501,A
074502,C
074503,C
074601,A
074602,D
074603,C
074701,D
074702,B
074703,C
074801,D
074802,B
074803,C
074901,D
074902,C
074903,A
075001,D
075002,C
075003,D
075101,C
075102,C
075103,A
075201,B
075202,A
075203,D
075301,C
075302,C
075303,D
075401,D
075402,D
075403,D
075501,D
075502,C
075503,D
075601,C
075602,D
075603,A
075701,C
075702,D
075703,C
075801,D
075802,D
075803,D
075901,C
075902,D
075903,A
076001,B
076002,C
076003,D
076101,A
076102,B
076201,B
076202,B
076203,C
076301,C
076302,B
076303,A
076401,B
076402,D
076403,C
076501,C
076502,C
076503,C
076601,B
076602,A
076603,A
076604,A
076701,C
076702,C
076703,C
076704,D
076801,C
076802,C
076803,D
076901,D
076902,A
076903,D
077001,C
077002,B
077003,D
077101,C
077102,C
077103,D
077201,A
077202,C
077203,A
077204,B
077301,C
077302,B
077303,C
077401,B
077402,B
077403,D
077501,C
077502,C
077503,C
077601,D
077602,C
077603,B
077701,D
077702,B
077703,C
077801,D
077802,C
077803,C
077901,C
077902,B
077903,A
078001,C
078002,C
078003,B
078101,B
078102,B
078103,D
078201,B
078202,D
078203,D
078301,C
078302,B
078401,D
078402,B
078403,B
078501,D
078502,B
078503,B
078601,C
078602,B
078603,D
078701,B
078702,C
078703,C
078801,B
078802,D
078803,D
078901,D
078902,D
078903,C
079001,B
079002,D
079003,D
079101,D
079102,C
079103,B
079201,C
079202,D
079203,D
079301,C
079302,C
079303,C
079401,D
079402,D
079403,B
079501,A
079502,C
079601,B
079602,C
079603,C
079701,D
079702,C
079703,D
079801,D
079802,A
079803,B
079901,B
079902,D
079903,B
080001,D
080002,C
080101,D
080102,C
080103,A
080201,C
080202,B
080203,A
080301,C
080302,B
080303,D
080401,D
080402,D
080501,C
080502,C
080601,D
080602,A
080603,C
080701,C
080702,B
080703,A
080801,D
080802,B
080803,B
080901,D
080902,D
080903,A
081001,B
081002,A
081003,B
081101,D
081102,B
081103,C
081201,D
081202,C
081203,D
081301,C
081302,B
081303,D
081401,C
081402,B
081403,C
081501,C
081502,B
081503,B
081601,B
081602,D
081603,B
081701,B
081702,B
081703,C
081801,A
081802,D
081901,D
081902,C
082001,A
082002,C
082003,A
082101,B
082102,A
082103,A
082201,B
082202,D
082301,C
082302,A
082303,B
082401,C
082402,D
082501,B
082502,C
082601,D
082602,C
082603,D
082701,D
082702,C
082801,D
082802,B
082901,C
082902,C
083001,C
083002,C
083101,C
083102,A
083201,A
083202,D
083301,C
083302,D
083303,A
083401,C
083402,B
083501,B
083502,B
083601,B
083602,B
083701,D
083702,C
083801,D
083802,D
083901,D
083902,A
084001,C
084002,C
084003,C
084101,C
084102,C
084201,C
084202,B
084203,B
084301,B
084302,B
084303,C
084401,D
084402,B
084501,C
084502,B
084601,C
084602,C
084701,B
084702,D
084703,B
084801,C
084802,A
084901,C
084902,C
084903,C
085001,B
085002,C
085101,C
085102,C
085201,D
085202,C
085301,C
085302,A
085401,D
085402,D
085501,D
085502,C
085503,C
085601,C
085602,D
085603,B
085604,C
085701,B
085702,B
085703,B
085801,D
085802,B
085803,A
085901,D
085902,C
086001,C
086002,C
086101,C
086102,D
086201,D
086202,A
086301,B
086302,C
086401,D
086402,B
086501,C
086502,D
086601,C
086602,A
086701,C
086702,A
086801,B
086802,D
086901,C
086902,D
087001,C
087002,B
087101,C
087102,D
087201,D
087202,C
087301,C
087302,A
087303,B
087401,D
087402,D
087403,C
087501,D
087502,B
087503,C
087601,B
087602,D
087603,D
087701,C
087702,A
087801,C
087802,B
087803,D
087901,B
087902,D
088001,B
088002,C
088003,D
088101,B
088102,D
088201,C
088202,A
088301,C
088302,C
088303,C
088401,D
088402,B
088501,C
088502,A
088503,C
088601,C
088602,B
088603,D
088701,A
088702,C
088703,D
088801,B
088802,B
088901,B
088902,C
089001,C
089002,D
089003,D
089101,B
089102,B
089103,A
089201,C
089202,B
089301,B
089302,C
089401,B
089402,D
089403,D
089501,C
089502,C
089601,A
089602,C
089701,C
089702,B
089703,B
089801,B
089802,B
089803,A
089901,B
089902,D
089903,D
090001,A
090002,D
090003,B
090101,D
090102,C
090103,C
090201,B
090202,A
090203,D
090301,C
090302,D
090303,D
090401,D
090402,C
090403,B
090501,A
090502,C
090601,B
090602,D
090603,C
090701,C
090702,C
090801,D
090802,A
090901,B
090902,B
090903,C
091001,B
091002,C
091101,C
091102,D
091103,A
091201,C
091202,D
091301,B
091302,B
091401,B
091402,A
091501,D
091502,A
091601,D
091602,B
091701,C
091702,B
091801,D
091802,C
091901,D
091902,D
092001,C
092002,B
092101,C
092102,D
092201,B
092202,B
092301,A
092302,C
092401,C
092402,D
092501,D
092502,C
092601,C
092602,C
092701,A
092702,C
092801,B
092802,B
092901,B
092902,D
093001,C
093002,C
093101,D
093102,B
093201,C
093202,B
093301,C
093302,D
093401,A
093402,D
093501,B
093502,C
093601,C
093602,D
093701,C
093702,C
093801,B
093802,D
093901,D
093902,B
094001,C
094002,C
094101,B
094102,D
094201,A
094202,D
094301,D
094302,C
094401,B
094402,D
094501,C
094502,C
094601,C
094602,C
094701,D
094702,B
094801,D
094802,C
094901,C
094902,C
095001,D
095002,C
095101,A
095102,D
095201,C
095202,B
095301,A
095302,B
095401,B
095402,A
095501,A
095502,C
095601,A
095602,B
095701,D
095702,C
095703,A
095801,C
095802,C
095901,B
095902,D
096001,C
096002,B
096101,C
096102,C
096201,D
096202,B
096301,A
096302,C
096303,C
096401,C
096402,B
096501,C
096502,B
096601,D
096602,C
096603,C
096701,B
096702,C
096801,C
096802,C
096901,B
096902,C
096903,C
097001,C
097002,C
097101,B
097102,B
097201,C
097202,B
097301,D
097302,D
097401,C
097402,C
097403,C
097501,A
097502,A
097601,C
097602,C
097701,B
097702,D
097801,B
097802,C
097901,C
097902,D
098001,B
098002,C
098101,D
098102,D
098103,B
098201,D
098202,C
098203,C
098301,D
098302,B
098303,C
098401,C
098402,B
098501,B
098502,B
098601,D
098602,B
098701,C
098702,B
098801,A
098802,D
098901,D
098902,D
099001,A
099002,C
099003,C
099004,C
099101,D
099102,A
099103,C
099201,B
099202,B
099203,D
099204,C
099301,A
099302,C
099303,D
099401,B
099402,C
099501,C
099502,D
099503,B
099601,D
099602,B
099603,A
099701,D
099702,D
099801,B
099802,A
099901,C
099902,C
099903,D
100001,A
100002,B
100003,C
020201,B
020202,A
031503,A
